University,Year,Ranking
Bond University,2018,440
Bond University,2019,443
Bond University,2020,442
Bond University,2021,414
Bond University,2022,451
Bond University,2023,481
Bond University,2024,567
National Chengchi University,2017,701
National Chengchi University,2018,650
National Chengchi University,2019,650
National Chengchi University,2020,560
National Chengchi University,2021,590
National Chengchi University,2022,600
National Chengchi University,2023,650
National Chengchi University,2024,567
Universidad Adolfo Ibáñez,2017,700
Universidad Adolfo Ibáñez,2018,700
Universidad Adolfo Ibáñez,2019,750
Universidad Adolfo Ibáñez,2020,750
Universidad Adolfo Ibáñez,2021,750
Universidad Adolfo Ibáñez,2022,800
Universidad Adolfo Ibáñez,2023,800
Universidad Adolfo Ibáñez,2024,567
University of Huddersfield,2017,701
University of Huddersfield,2018,800
University of Huddersfield,2019,750
University of Huddersfield,2020,750
University of Huddersfield,2021,750
University of Huddersfield,2022,750
University of Huddersfield,2023,700
University of Huddersfield,2024,567
Chiang Mai University,2017,600
Chiang Mai University,2018,600
Chiang Mai University,2019,700
Chiang Mai University,2020,650
Chiang Mai University,2021,650
Chiang Mai University,2022,650
Chiang Mai University,2023,650
Chiang Mai University,2024,571
Coventry University,2017,700
Coventry University,2018,600
Coventry University,2019,580
Coventry University,2020,540
Coventry University,2021,550
Coventry University,2022,650
Coventry University,2023,700
Coventry University,2024,571
Indian Institute of TechnologyVaranasi,2023,700
Indian Institute of TechnologyVaranasi,2024,571
Warsaw University of Technology,2017,650
Warsaw University of Technology,2018,650
Warsaw University of Technology,2019,650
Warsaw University of Technology,2020,530
Warsaw University of Technology,2021,520
Warsaw University of Technology,2022,510
Warsaw University of Technology,2023,530
Warsaw University of Technology,2024,571
HUFS - HankukUniversity of Foreign Studies ,2017,440
HUFS - HankukUniversity of Foreign Studies ,2018,397
HUFS - HankukUniversity of Foreign Studies ,2019,387
HUFS - HankukUniversity of Foreign Studies ,2020,407
HUFS - HankukUniversity of Foreign Studies ,2021,392
HUFS - HankukUniversity of Foreign Studies ,2022,445
HUFS - HankukUniversity of Foreign Studies ,2023,410
HUFS - HankukUniversity of Foreign Studies ,2024,575
University of South Carolina,2017,600
University of South Carolina,2018,650
University of South Carolina,2019,570
University of South Carolina,2020,570
University of South Carolina,2021,580
University of South Carolina,2022,650
University of South Carolina,2023,750
University of South Carolina,2024,575
Lebanese University,2021,750
Lebanese University,2022,750
Lebanese University,2023,650
Lebanese University,2024,577
Taipei Medical University,2017,410
Taipei Medical University,2018,398
Taipei Medical University,2019,362
Taipei Medical University,2020,379
Taipei Medical University,2021,387
Taipei Medical University,2022,407
Taipei Medical University,2023,384
Taipei Medical University,2024,577
University of Tromsø The Arctic University of Norway,2017,377
University of Tromsø The Arctic University of Norway,2018,367
University of Tromsø The Arctic University of Norway,2019,369
University of Tromsø The Arctic University of Norway,2020,389
University of Tromsø The Arctic University of Norway,2021,416
University of Tromsø The Arctic University of Norway,2022,440
University of Tromsø The Arctic University of Norway,2023,454
University of Tromsø The Arctic University of Norway,2024,577
Abu Dhabi University,2017,701
Abu Dhabi University,2018,800
Abu Dhabi University,2019,750
Abu Dhabi University,2020,750
Abu Dhabi University,2021,750
Abu Dhabi University,2022,750
Abu Dhabi University,2023,700
Abu Dhabi University,2024,580
University of Klagenfurt,2017,701
University of Klagenfurt,2018,800
University of Klagenfurt,2019,750
University of Klagenfurt,2020,650
University of Klagenfurt,2021,520
University of Klagenfurt,2022,510
University of Klagenfurt,2023,486
University of Klagenfurt,2024,580
Applied Science University - Bahrain,2021,700
Applied Science University - Bahrain,2022,600
Applied Science University - Bahrain,2023,570
Applied Science University - Bahrain,2024,582
Universidad Católica Andres Bello,2017,650
Universidad Católica Andres Bello,2018,700
Universidad Católica Andres Bello,2019,1000
Universidad Católica Andres Bello,2020,1000
Universidad Católica Andres Bello,2021,1000
Universidad Católica Andres Bello,2022,1000
Universidad Católica Andres Bello,2023,800
Universidad Católica Andres Bello,2024,582
Universidad Pontificia Comillas,2021,700
Universidad Pontificia Comillas,2022,650
Universidad Pontificia Comillas,2023,650
Universidad Pontificia Comillas,2024,582
National Research Tomsk Polytechnic University,2017,400
National Research Tomsk Polytechnic University,2018,386
National Research Tomsk Polytechnic University,2019,373
National Research Tomsk Polytechnic University,2020,387
National Research Tomsk Polytechnic University,2021,401
National Research Tomsk Polytechnic University,2022,395
National Research Tomsk Polytechnic University,2023,398
National Research Tomsk Polytechnic University,2024,586
Sunway University,2020,800
Sunway University,2021,750
Sunway University,2022,700
Sunway University,2023,650
Sunway University,2024,586
"University of Missouri, Columbia",2017,600
"University of Missouri, Columbia",2018,650
"University of Missouri, Columbia",2019,600
"University of Missouri, Columbia",2020,560
"University of Missouri, Columbia",2021,483
"University of Missouri, Columbia",2022,476
"University of Missouri, Columbia",2023,520
"University of Missouri, Columbia",2024,586
Central Queensland University,2017,650
Central Queensland University,2018,650
Central Queensland University,2019,650
Central Queensland University,2020,650
Central Queensland University,2021,600
Central Queensland University,2022,650
Central Queensland University,2023,700
Central Queensland University,2024,590
Manchester Metropolitan University,2017,701
Manchester Metropolitan University,2018,1000
Manchester Metropolitan University,2019,1000
Manchester Metropolitan University,2020,800
Manchester Metropolitan University,2021,1000
Manchester Metropolitan University,2022,1000
Manchester Metropolitan University,2023,1000
Manchester Metropolitan University,2024,590
Prince Mohammad Bin Fahd university,2021,800
Prince Mohammad Bin Fahd university,2022,750
Prince Mohammad Bin Fahd university,2023,700
Prince Mohammad Bin Fahd university,2024,590
"Goldsmiths, University of London",2017,430
"Goldsmiths, University of London",2018,398
"Goldsmiths, University of London",2019,396
"Goldsmiths, University of London",2020,417
"Goldsmiths, University of London",2021,416
"Goldsmiths, University of London",2022,461
"Goldsmiths, University of London",2023,520
"Goldsmiths, University of London",2024,593
University of Central Florida,2017,701
University of Central Florida,2018,750
University of Central Florida,2019,800
University of Central Florida,2020,750
University of Central Florida,2021,750
University of Central Florida,2022,800
University of Central Florida,2023,1000
University of Central Florida,2024,593
Imam Abdulrahman Bin Faisal University,2019,590
Imam Abdulrahman Bin Faisal University,2020,550
Imam Abdulrahman Bin Faisal University,2021,530
Imam Abdulrahman Bin Faisal University,2022,530
Imam Abdulrahman Bin Faisal University,2023,477
Imam Abdulrahman Bin Faisal University,2024,595
Nottingham Trent University,2017,701
Nottingham Trent University,2018,1000
Nottingham Trent University,2019,1000
Nottingham Trent University,2020,750
Nottingham Trent University,2021,800
Nottingham Trent University,2022,1000
Nottingham Trent University,2023,1000
Nottingham Trent University,2024,595
Pontifícia Universidade Católica do Rio de Janeiro,2017,550
Pontifícia Universidade Católica do Rio de Janeiro,2018,550
Pontifícia Universidade Católica do Rio de Janeiro,2019,650
Pontifícia Universidade Católica do Rio de Janeiro,2020,650
Pontifícia Universidade Católica do Rio de Janeiro,2021,700
Pontifícia Universidade Católica do Rio de Janeiro,2022,700
Pontifícia Universidade Católica do Rio de Janeiro,2023,650
Pontifícia Universidade Católica do Rio de Janeiro,2024,595
Shenzhen University,2020,750
Shenzhen University,2021,650
Shenzhen University,2022,650
Shenzhen University,2023,590
Shenzhen University,2024,595
Università Vita-Salute San Raffaele,2021,392
Università Vita-Salute San Raffaele,2022,390
Università Vita-Salute San Raffaele,2023,436
Università Vita-Salute San Raffaele,2024,595
Nanjing University of Science and Technology,2021,750
Nanjing University of Science and Technology,2022,650
Nanjing University of Science and Technology,2023,650
Nanjing University of Science and Technology,2024,600
Thammasat University,2017,650
Thammasat University,2018,650
Thammasat University,2019,650
Thammasat University,2020,650
Thammasat University,2021,570
Thammasat University,2022,650
Thammasat University,2023,700
Thammasat University,2024,600
Tulane University,2017,550
Tulane University,2018,460
Tulane University,2019,412
Tulane University,2020,419
Tulane University,2021,414
Tulane University,2022,436
Tulane University,2023,471
Tulane University,2024,600
Universität des Saarlandes,2017,550
Universität des Saarlandes,2018,550
Universität des Saarlandes,2019,461
Universität des Saarlandes,2020,468
Universität des Saarlandes,2021,451
Universität des Saarlandes,2022,447
Universität des Saarlandes,2023,441
Universität des Saarlandes,2024,600
Abo Akademi University,2017,550
Abo Akademi University,2018,600
Abo Akademi University,2019,540
Abo Akademi University,2020,550
Abo Akademi University,2021,580
Abo Akademi University,2022,650
Abo Akademi University,2023,650
Abo Akademi University,2024,610
American University in Dubai,2017,600
American University in Dubai,2018,650
American University in Dubai,2019,570
American University in Dubai,2020,650
American University in Dubai,2021,650
American University in Dubai,2022,650
American University in Dubai,2023,700
American University in Dubai,2024,610
Charles Darwin University ,2017,600
Charles Darwin University ,2018,700
Charles Darwin University ,2019,700
Charles Darwin University ,2020,700
Charles Darwin University ,2021,750
Charles Darwin University ,2022,750
Charles Darwin University ,2023,750
Charles Darwin University ,2024,610
Drexel University,2017,550
Drexel University,2018,550
Drexel University,2019,510
Drexel University,2020,570
Drexel University,2021,650
Drexel University,2022,700
Drexel University,2023,700
Drexel University,2024,610
Jawaharlal Nehru University,2018,1001
Jawaharlal Nehru University,2020,1001
Jawaharlal Nehru University,2022,570
Jawaharlal Nehru University,2023,650
Jawaharlal Nehru University,2024,610
"Kingston University, London",2017,550
"Kingston University, London",2018,550
"Kingston University, London",2019,600
"Kingston University, London",2020,600
"Kingston University, London",2021,590
"Kingston University, London",2022,650
"Kingston University, London",2023,650
"Kingston University, London",2024,610
Umm Al-Qura University ,2017,550
Umm Al-Qura University ,2018,600
Umm Al-Qura University ,2019,550
Umm Al-Qura University ,2020,510
Umm Al-Qura University ,2021,474
Umm Al-Qura University ,2022,447
Umm Al-Qura University ,2023,449
Umm Al-Qura University ,2024,610
Universidad de Concepción,2017,650
Universidad de Concepción,2018,700
Universidad de Concepción,2019,700
Universidad de Concepción,2020,650
Universidad de Concepción,2021,650
Universidad de Concepción,2022,650
Universidad de Concepción,2023,650
Universidad de Concepción,2024,610
University of Szeged,2017,550
University of Szeged,2018,550
University of Szeged,2019,470
University of Szeged,2020,510
University of Szeged,2021,510
University of Szeged,2022,560
University of Szeged,2023,560
University of Szeged,2024,610
Al Ain University,2022,750
Al Ain University,2023,650
Al Ain University,2024,620
Auezov South Kazakhstan University,2017,650
Auezov South Kazakhstan University,2018,550
Auezov South Kazakhstan University,2019,480
Auezov South Kazakhstan University,2020,491
Auezov South Kazakhstan University,2021,490
Auezov South Kazakhstan University,2022,482
Auezov South Kazakhstan University,2023,443
Auezov South Kazakhstan University,2024,620
Brno University of Technology,2017,700
Brno University of Technology,2018,650
Brno University of Technology,2019,700
Brno University of Technology,2020,700
Brno University of Technology,2021,700
Brno University of Technology,2022,750
Brno University of Technology,2023,750
Brno University of Technology,2024,620
Martin-Luther-Universität Halle-Wittenberg,2017,550
Martin-Luther-Universität Halle-Wittenberg,2018,470
Martin-Luther-Universität Halle-Wittenberg,2019,570
Martin-Luther-Universität Halle-Wittenberg,2020,520
Martin-Luther-Universität Halle-Wittenberg,2021,470
Martin-Luther-Universität Halle-Wittenberg,2022,461
Martin-Luther-Universität Halle-Wittenberg,2023,477
Martin-Luther-Universität Halle-Wittenberg,2024,620
National Central University,2017,420
National Central University,2018,391
National Central University,2019,415
National Central University,2020,427
National Central University,2021,465
National Central University,2022,530
National Central University,2023,590
National Central University,2024,620
Pusan National University,2017,460
Pusan National University,2018,500
Pusan National University,2019,510
Pusan National University,2020,530
Pusan National University,2021,590
Pusan National University,2022,650
Pusan National University,2023,650
Pusan National University,2024,620
Tokyo Medical and Dental University,2017,329
Tokyo Medical and Dental University,2018,367
Tokyo Medical and Dental University,2019,352
Tokyo Medical and Dental University,2020,359
Tokyo Medical and Dental University,2021,362
Tokyo Medical and Dental University,2022,381
Tokyo Medical and Dental University,2023,392
Tokyo Medical and Dental University,2024,620
University of Minho,2018,700
University of Minho,2019,700
University of Minho,2020,700
University of Minho,2021,600
University of Minho,2022,580
University of Minho,2023,600
University of Minho,2024,620
Chang Gung University,2017,450
Chang Gung University,2018,490
Chang Gung University,2019,429
Chang Gung University,2020,484
Chang Gung University,2021,493
Chang Gung University,2022,480
Chang Gung University,2023,475
Chang Gung University,2024,630
Institut Teknologi Sepuluh Nopember,2017,701
Institut Teknologi Sepuluh Nopember,2018,1000
Institut Teknologi Sepuluh Nopember,2019,1000
Institut Teknologi Sepuluh Nopember,2020,1000
Institut Teknologi Sepuluh Nopember,2021,800
Institut Teknologi Sepuluh Nopember,2022,800
Institut Teknologi Sepuluh Nopember,2023,750
Institut Teknologi Sepuluh Nopember,2024,630
Management and Science University,2020,550
Management and Science University,2021,560
Management and Science University,2022,650
Management and Science University,2023,650
Management and Science University,2024,630
Northwestern Polytechnical University,2021,540
Northwestern Polytechnical University,2022,550
Northwestern Polytechnical University,2023,560
Northwestern Polytechnical University,2024,630
Stevens Institute of Technology,2017,700
Stevens Institute of Technology,2018,700
Stevens Institute of Technology,2019,700
Stevens Institute of Technology,2020,700
Stevens Institute of Technology,2021,750
Stevens Institute of Technology,2022,750
Stevens Institute of Technology,2023,750
Stevens Institute of Technology,2024,630
Universitat Ramon Llull,2019,550
Universitat Ramon Llull,2020,600
Universitat Ramon Llull,2021,650
Universitat Ramon Llull,2022,650
Universitat Ramon Llull,2023,700
Universitat Ramon Llull,2024,630
University of Kwazulu-Natal,2017,700
University of Kwazulu-Natal,2018,750
University of Kwazulu-Natal,2019,800
University of Kwazulu-Natal,2020,1000
University of Kwazulu-Natal,2021,1000
University of Kwazulu-Natal,2022,1000
University of Kwazulu-Natal,2023,1000
University of Kwazulu-Natal,2024,630
University of Ljubljana,2017,650
University of Ljubljana,2018,700
University of Ljubljana,2019,700
University of Ljubljana,2020,600
University of Ljubljana,2021,650
University of Ljubljana,2022,600
University of Ljubljana,2023,650
University of Ljubljana,2024,630
University of the Basque Country,2018,700
University of the Basque Country,2019,650
University of the Basque Country,2020,700
University of the Basque Country,2021,800
University of the Basque Country,2022,750
University of the Basque Country,2023,750
University of the Basque Country,2024,630
Zhengzhou University,2023,1000
Zhengzhou University,2024,630
Ajou University ,2017,650
Ajou University ,2018,700
Ajou University ,2019,700
Ajou University ,2020,650
Ajou University ,2021,560
Ajou University ,2022,540
Ajou University ,2023,488
Ajou University ,2024,640
Boston College,2017,299
Boston College,2018,339
Boston College,2019,376
Boston College,2020,432
Boston College,2021,454
Boston College,2022,494
Boston College,2023,570
Boston College,2024,640
Jinan University,2021,650
Jinan University,2022,800
Jinan University,2023,750
Jinan University,2024,640
Palacký University Olomouc,2017,700
Palacký University Olomouc,2018,750
Palacký University Olomouc,2019,700
Palacký University Olomouc,2020,650
Palacký University Olomouc,2021,600
Palacký University Olomouc,2022,650
Palacký University Olomouc,2023,700
Palacký University Olomouc,2024,640
Ritsumeikan University,2017,701
Ritsumeikan University,2018,1000
Ritsumeikan University,2019,1000
Ritsumeikan University,2020,1000
Ritsumeikan University,2021,1000
Ritsumeikan University,2022,800
Ritsumeikan University,2023,750
Ritsumeikan University,2024,640
Saint Joseph University of Beirut,2017,500
Saint Joseph University of Beirut,2018,500
Saint Joseph University of Beirut,2019,500
Saint Joseph University of Beirut,2020,570
Saint Joseph University of Beirut,2021,550
Saint Joseph University of Beirut,2022,540
Saint Joseph University of Beirut,2023,540
Saint Joseph University of Beirut,2024,640
Universidad Central de Venezuela,2017,700
Universidad Central de Venezuela,2018,700
Universidad Central de Venezuela,2019,800
Universidad Central de Venezuela,2020,750
Universidad Central de Venezuela,2021,800
Universidad Central de Venezuela,2022,750
Universidad Central de Venezuela,2023,750
Universidad Central de Venezuela,2024,640
Université de Lille,2019,700
Université de Lille,2020,750
Université de Lille,2021,800
Université de Lille,2022,1000
Université de Lille,2023,800
Université de Lille,2024,640
University of New Mexico,2017,470
University of New Mexico,2018,470
University of New Mexico,2019,494
University of New Mexico,2020,650
University of New Mexico,2021,650
University of New Mexico,2022,700
University of New Mexico,2023,750
University of New Mexico,2024,640
Far Eastern Federal University,2017,600
Far Eastern Federal University,2018,650
Far Eastern Federal University,2019,550
Far Eastern Federal University,2020,540
Far Eastern Federal University,2021,493
Far Eastern Federal University,2022,461
Far Eastern Federal University,2023,434
Far Eastern Federal University,2024,650
Free University of Bozen-Bolzano,2021,650
Free University of Bozen-Bolzano,2022,700
Free University of Bozen-Bolzano,2023,750
Free University of Bozen-Bolzano,2024,650
Kazakh National Agrarian University KazNAU,2019,700
Kazakh National Agrarian University KazNAU,2020,700
Kazakh National Agrarian University KazNAU,2021,600
Kazakh National Agrarian University KazNAU,2022,560
Kazakh National Agrarian University KazNAU,2023,481
Kazakh National Agrarian University KazNAU,2024,650
"Lingnan University, Hong Kong",2017,650
"Lingnan University, Hong Kong",2018,600
"Lingnan University, Hong Kong",2019,650
"Lingnan University, Hong Kong",2020,600
"Lingnan University, Hong Kong",2021,580
"Lingnan University, Hong Kong",2022,590
"Lingnan University, Hong Kong",2023,650
"Lingnan University, Hong Kong",2024,650
Memorial University of Newfoundland,2017,700
Memorial University of Newfoundland,2018,750
Memorial University of Newfoundland,2019,700
Memorial University of Newfoundland,2020,750
Memorial University of Newfoundland,2021,750
Memorial University of Newfoundland,2022,800
Memorial University of Newfoundland,2023,800
Memorial University of Newfoundland,2024,650
New Jersey Institute of Technology,2017,701
New Jersey Institute of Technology,2018,1000
New Jersey Institute of Technology,2019,800
New Jersey Institute of Technology,2020,800
New Jersey Institute of Technology,2021,800
New Jersey Institute of Technology,2022,750
New Jersey Institute of Technology,2023,700
New Jersey Institute of Technology,2024,650
Pakistan Institute of Engineering and Applied Sciences,2019,397
Pakistan Institute of Engineering and Applied Sciences,2020,375
Pakistan Institute of Engineering and Applied Sciences,2021,373
Pakistan Institute of Engineering and Applied Sciences,2022,398
Pakistan Institute of Engineering and Applied Sciences,2023,390
Pakistan Institute of Engineering and Applied Sciences,2024,650
New School,2017,650
New School,2018,650
New School,2019,540
New School,2020,570
New School,2021,570
New School,2022,570
New School,2023,530
New School,2024,650
Universidad de La Habana,2017,701
Universidad de La Habana,2018,650
Universidad de La Habana,2019,520
Universidad de La Habana,2020,510
Universidad de La Habana,2021,498
Universidad de La Habana,2022,510
Universidad de La Habana,2023,467
Universidad de La Habana,2024,650
University of Bradford,2017,600
University of Bradford,2018,650
University of Bradford,2019,600
University of Bradford,2020,650
University of Bradford,2021,650
University of Bradford,2022,750
University of Bradford,2023,750
University of Bradford,2024,650
University of Houston,2017,650
University of Houston,2018,650
University of Houston,2019,700
University of Houston,2020,700
University of Houston,2021,750
University of Houston,2022,750
University of Houston,2023,800
University of Houston,2024,650
University of Modena and Reggio Emilia,2017,700
University of Modena and Reggio Emilia,2018,750
University of Modena and Reggio Emilia,2019,1000
University of Modena and Reggio Emilia,2020,800
University of Modena and Reggio Emilia,2021,800
University of Modena and Reggio Emilia,2022,750
University of Modena and Reggio Emilia,2023,1000
University of Modena and Reggio Emilia,2024,650
University of Oklahoma,2017,470
University of Oklahoma,2018,550
University of Oklahoma,2019,495
University of Oklahoma,2020,580
University of Oklahoma,2021,700
University of Oklahoma,2022,700
University of Oklahoma,2023,750
University of Oklahoma,2024,650
University of Windsor,2017,700
University of Windsor,2018,700
University of Windsor,2019,700
University of Windsor,2020,700
University of Windsor,2021,800
University of Windsor,2022,750
University of Windsor,2023,800
University of Windsor,2024,650
COMSATS University Islamabad,2019,800
COMSATS University Islamabad,2020,1000
COMSATS University Islamabad,2021,1000
COMSATS University Islamabad,2022,11200
COMSATS University Islamabad,2023,1200
COMSATS University Islamabad,2024,660
Instituto Tecnológico Autónomo de México,2017,650
Instituto Tecnológico Autónomo de México,2018,700
Instituto Tecnológico Autónomo de México,2019,700
Instituto Tecnológico Autónomo de México,2020,700
Instituto Tecnológico Autónomo de México,2021,750
Instituto Tecnológico Autónomo de México,2022,800
Instituto Tecnológico Autónomo de México,2023,800
Instituto Tecnológico Autónomo de México,2024,660
Southern Cross University ,2018,1000
Southern Cross University ,2019,1000
Southern Cross University ,2020,800
Southern Cross University ,2021,800
Southern Cross University ,2022,800
Southern Cross University ,2023,750
Southern Cross University ,2024,660
Tallinn University of Technology,2017,650
Tallinn University of Technology,2018,650
Tallinn University of Technology,2019,650
Tallinn University of Technology,2020,650
Tallinn University of Technology,2021,700
Tallinn University of Technology,2022,800
Tallinn University of Technology,2023,750
Tallinn University of Technology,2024,660
Universidad de Montevideo,2017,650
Universidad de Montevideo,2018,550
Universidad de Montevideo,2019,540
Universidad de Montevideo,2020,491
Universidad de Montevideo,2021,492
Universidad de Montevideo,2022,469
Universidad de Montevideo,2023,449
Universidad de Montevideo,2024,660
University of Haifa,2017,700
University of Haifa,2018,650
University of Haifa,2019,700
University of Haifa,2020,700
University of Haifa,2021,750
University of Haifa,2022,750
University of Haifa,2023,750
University of Haifa,2024,660
University of Hohenheim,2018,550
University of Hohenheim,2019,495
University of Hohenheim,2020,700
University of Hohenheim,2021,700
University of Hohenheim,2022,650
University of Hohenheim,2023,1000
University of Hohenheim,2024,660
Aberystwyth University,2017,500
Aberystwyth University,2018,490
Aberystwyth University,2019,432
Aberystwyth University,2020,484
Aberystwyth University,2021,485
Aberystwyth University,2022,550
Aberystwyth University,2023,700
Aberystwyth University,2024,670
Brandeis University,2017,410
Brandeis University,2018,420
Brandeis University,2019,429
Brandeis University,2020,468
Brandeis University,2021,446
Brandeis University,2022,455
Brandeis University,2023,497
Brandeis University,2024,670
Ca' Foscari University of Venice ,2017,701
Ca' Foscari University of Venice ,2018,750
Ca' Foscari University of Venice ,2019,800
Ca' Foscari University of Venice ,2020,800
Ca' Foscari University of Venice ,2021,800
Ca' Foscari University of Venice ,2022,1000
Ca' Foscari University of Venice ,2023,1000
Ca' Foscari University of Venice ,2024,670
Holy Spirit University of Kaslik ,2019,700
Holy Spirit University of Kaslik ,2020,650
Holy Spirit University of Kaslik ,2021,650
Holy Spirit University of Kaslik ,2022,580
Holy Spirit University of Kaslik ,2023,580
Holy Spirit University of Kaslik ,2024,670
Karl-Franzens-Universitaet Graz,2017,470
Karl-Franzens-Universitaet Graz,2018,480
Karl-Franzens-Universitaet Graz,2019,570
Karl-Franzens-Universitaet Graz,2020,550
Karl-Franzens-Universitaet Graz,2021,590
Karl-Franzens-Universitaet Graz,2022,700
Karl-Franzens-Universitaet Graz,2023,700
Karl-Franzens-Universitaet Graz,2024,670
Lebanese American University,2017,700
Lebanese American University,2018,650
Lebanese American University,2019,650
Lebanese American University,2020,590
Lebanese American University,2021,560
Lebanese American University,2022,590
Lebanese American University,2023,650
Lebanese American University,2024,670
Middlesex University,2017,650
Middlesex University,2018,750
Middlesex University,2019,800
Middlesex University,2020,1000
Middlesex University,2021,750
Middlesex University,2022,750
Middlesex University,2023,800
Middlesex University,2024,670
National Chung Hsing University,2017,550
National Chung Hsing University,2018,650
National Chung Hsing University,2019,700
National Chung Hsing University,2020,700
National Chung Hsing University,2021,650
National Chung Hsing University,2022,700
National Chung Hsing University,2023,700
National Chung Hsing University,2024,670
Princess Nourah bint Abdulrahman University,2020,1001
Princess Nourah bint Abdulrahman University,2021,1000
Princess Nourah bint Abdulrahman University,2022,800
Princess Nourah bint Abdulrahman University,2023,750
Princess Nourah bint Abdulrahman University,2024,670
Tokyo University of Science,2017,701
Tokyo University of Science,2018,750
Tokyo University of Science,2019,800
Tokyo University of Science,2020,1000
Tokyo University of Science,2021,800
Tokyo University of Science,2022,1000
Tokyo University of Science,2023,1000
Tokyo University of Science,2024,670
Universidad Panamericana,2017,701
Universidad Panamericana,2018,1000
Universidad Panamericana,2019,800
Universidad Panamericana,2020,650
Universidad Panamericana,2021,580
Universidad Panamericana,2022,560
Universidad Panamericana,2023,550
Universidad Panamericana,2024,670
Università degli Studi di Perugia,2017,701
Università degli Studi di Perugia,2018,800
Università degli Studi di Perugia,2019,800
Università degli Studi di Perugia,2020,800
Università degli Studi di Perugia,2021,800
Università degli Studi di Perugia,2022,800
Università degli Studi di Perugia,2023,1000
Università degli Studi di Perugia,2024,670
Universitas Padjadjaran,2019,700
Universitas Padjadjaran,2020,800
Universitas Padjadjaran,2021,1000
Universitas Padjadjaran,2022,1000
Universitas Padjadjaran,2023,800
Universitas Padjadjaran,2024,670
Universitat Rovira i Virgili,2020,750
Universitat Rovira i Virgili,2021,800
Universitat Rovira i Virgili,2022,750
Universitat Rovira i Virgili,2023,800
Universitat Rovira i Virgili,2024,670
American University of the Middle East,2021,1000
American University of the Middle East,2022,800
American University of the Middle East,2023,750
American University of the Middle East,2024,680
Carleton University,2017,600
Carleton University,2018,700
Carleton University,2019,700
Carleton University,2020,700
Carleton University,2021,650
Carleton University,2022,650
Carleton University,2023,650
Carleton University,2024,680
Dongguk University ,2017,450
Dongguk University ,2018,480
Dongguk University ,2019,432
Dongguk University ,2020,454
Dongguk University ,2021,456
Dongguk University ,2022,494
Dongguk University ,2023,481
Dongguk University ,2024,680
University of Debrecen,2017,700
University of Debrecen,2018,700
University of Debrecen,2019,650
University of Debrecen,2020,650
University of Debrecen,2021,530
University of Debrecen,2022,600
University of Debrecen,2023,700
University of Debrecen,2024,680
University of Greenwich,2017,701
University of Greenwich,2018,1000
University of Greenwich,2019,750
University of Greenwich,2020,750
University of Greenwich,2021,750
University of Greenwich,2022,800
University of Greenwich,2023,1000
University of Greenwich,2024,680
University of Manitoba,2017,550
University of Manitoba,2018,600
University of Manitoba,2019,650
University of Manitoba,2020,650
University of Manitoba,2021,650
University of Manitoba,2022,650
University of Manitoba,2023,700
University of Manitoba,2024,680
Abai Kazakh National Pedagogical University,2017,550
Abai Kazakh National Pedagogical University,2018,500
Abai Kazakh National Pedagogical University,2019,481
Abai Kazakh National Pedagogical University,2020,570
Abai Kazakh National Pedagogical University,2021,650
Abai Kazakh National Pedagogical University,2022,560
Abai Kazakh National Pedagogical University,2023,520
Abai Kazakh National Pedagogical University,2024,690
Colegio de México,2023,402
Colegio de México,2024,690
De La Salle University,2017,701
De La Salle University,2018,750
De La Salle University,2019,1000
De La Salle University,2020,1000
De La Salle University,2021,1000
De La Salle University,2022,1000
De La Salle University,2023,1000
De La Salle University,2024,690
East China University of Science and Technology,2017,480
East China University of Science and Technology,2018,600
East China University of Science and Technology,2019,540
East China University of Science and Technology,2020,560
East China University of Science and Technology,2021,650
East China University of Science and Technology,2022,580
East China University of Science and Technology,2023,650
East China University of Science and Technology,2024,690
Paris Lodron University of Salzburg,2017,701
Paris Lodron University of Salzburg,2018,800
Paris Lodron University of Salzburg,2019,800
Paris Lodron University of Salzburg,2020,800
Paris Lodron University of Salzburg,2021,800
Paris Lodron University of Salzburg,2022,1000
Paris Lodron University of Salzburg,2023,800
Paris Lodron University of Salzburg,2024,690
Pontificia Universidad Católica de Valparaíso,2017,650
Pontificia Universidad Católica de Valparaíso,2018,750
Pontificia Universidad Católica de Valparaíso,2019,800
Pontificia Universidad Católica de Valparaíso,2020,750
Pontificia Universidad Católica de Valparaíso,2021,1000
Pontificia Universidad Católica de Valparaíso,2022,800
Pontificia Universidad Católica de Valparaíso,2023,800
Pontificia Universidad Católica de Valparaíso,2024,690
Shiraz University,2019,1000
Shiraz University,2020,1000
Shiraz University,2021,1000
Shiraz University,2022,800
Shiraz University,2023,800
Shiraz University,2024,690
Soochow University,2021,700
Soochow University,2022,650
Soochow University,2022,1201
Soochow University,2023,700
Soochow University,2024,690
Soochow University,2023,1400
Soochow University,2024,1401
Soochow University,2021,700
Soochow University,2022,650
Soochow University,2022,1201
Soochow University,2023,700
Soochow University,2024,690
Soochow University,2023,1400
Soochow University,2024,1401
Taras Shevchenko National University of Kyiv,2017,440
Taras Shevchenko National University of Kyiv,2018,420
Taras Shevchenko National University of Kyiv,2019,540
Taras Shevchenko National University of Kyiv,2020,550
Taras Shevchenko National University of Kyiv,2021,650
Taras Shevchenko National University of Kyiv,2022,650
Taras Shevchenko National University of Kyiv,2023,700
Taras Shevchenko National University of Kyiv,2024,690
National University of Science and Technology MISIS,2017,650
National University of Science and Technology MISIS,2018,550
